Year,ISO-alpha3 Code,Neg,Neu,Pos,Compound
1985,BGD,0.117,0.626,0.258,0.9999
1985,BGR,0.145,0.579,0.276,0.9998
1985,BHR,0.176,0.549,0.275,0.9997
1985,BHS,0.113,0.615,0.273,0.9999
1985,BLR,0.139,0.599,0.262,0.9999
1985,BLZ,0.135,0.627,0.237,0.9996
1985,BOL,0.173,0.609,0.218,0.9982
1985,BRA,0.166,0.566,0.268,0.9999
1985,BRB,0.178,0.615,0.207,0.9912
1985,BRN,0.149,0.555,0.296,0.9995
1985,CAF,0.108,0.597,0.295,0.9996
1985,CAN,0.133,0.614,0.253,0.9998
1985,CHL,0.137,0.604,0.259,0.9999
1985,CHN,0.151,0.583,0.266,0.9998
1985,CMR,0.132,0.602,0.266,0.9999
1985,COD,0.138,0.603,0.259,0.9997
1985,COG,0.111,0.624,0.264,0.9998
1985,COL,0.121,0.649,0.23,0.9998
1985,COM,0.165,0.577,0.259,0.9992
1985,CRI,0.186,0.559,0.256,0.9992
1985,CSK,0.132,0.62,0.249,0.9999
1985,CUB,0.162,0.621,0.216,0.9997
1985,CYP,0.128,0.587,0.286,0.9998
1985,DDR,0.131,0.609,0.26,0.9997
1985,DEU,0.111,0.616,0.273,0.9999
1985,DJI,0.189,0.577,0.234,0.9972
1985,DNK,0.118,0.619,0.264,0.9998
1985,DOM,0.119,0.594,0.287,0.9999
1985,DZA,0.134,0.57,0.296,0.9999
1985,ECU,0.129,0.609,0.262,0.9998
1985,EGY,0.205,0.577,0.218,0.9356
1985,ESP,0.158,0.581,0.262,0.9998
1985,ETH,0.159,0.608,0.233,0.9994
1985,FIN,0.087,0.631,0.282,0.9999
1985,FRA,0.122,0.637,0.242,0.9998
1985,GBR,0.138,0.605,0.258,0.9999
1985,GHA,0.164,0.575,0.262,0.9997
1985,GIN,0.103,0.587,0.31,0.9996
1985,GRC,0.135,0.594,0.272,0.9999
1985,GTM,0.123,0.598,0.278,0.9999
1985,GUY,0.122,0.642,0.236,0.9995
1985,HND,0.163,0.581,0.256,0.9998
1985,HTI,0.153,0.591,0.256,0.9998
1985,HUN,0.119,0.586,0.295,0.9999
1985,IDN,0.149,0.598,0.253,0.9999
1985,IND,0.128,0.636,0.236,0.9998
1985,IRL,0.15,0.603,0.247,0.9999
1985,IRN,0.202,0.557,0.241,0.999
1985,IRQ,0.21,0.574,0.216,-0.9725
1985,ISL,0.107,0.59,0.302,0.9999
1985,ISR,0.207,0.568,0.225,-0.3427
1985,ITA,0.103,0.601,0.296,0.9999
1985,JAM,0.162,0.618,0.219,0.9988
1985,JOR,0.129,0.542,0.329,1.0
1985,JPN,0.082,0.631,0.288,1.0
1985,KEN,0.149,0.616,0.236,0.9997
1985,KHM,0.166,0.628,0.206,0.9993
1985,KNA,0.091,0.634,0.275,0.9996
1985,KWT,0.174,0.536,0.289,0.9997
1985,LAO,0.147,0.589,0.264,0.9998
1985,LBR,0.138,0.58,0.282,0.9998
1985,LBY,0.216,0.549,0.234,0.991
1985,LKA,0.101,0.668,0.23,0.9995
1985,LUX,0.126,0.601,0.273,1.0
1985,MAR,0.129,0.65,0.22,0.9998
1985,MDG,0.136,0.614,0.25,0.9998
1985,MEX,0.152,0.59,0.258,0.9999
1985,MLI,0.142,0.606,0.252,0.9998
1985,MLT,0.092,0.672,0.236,0.9999
1985,MMR,0.134,0.604,0.262,0.9998
1985,MNG,0.146,0.608,0.246,0.9997
1985,MOZ,0.193,0.598,0.209,0.9923
1985,MRT,0.133,0.585,0.283,0.9998
1985,MUS,0.234,0.562,0.204,-0.9995
1985,MWI,0.128,0.585,0.286,0.9998
1985,MYS,0.164,0.593,0.243,0.9986
1985,NER,0.168,0.562,0.27,0.9996
1985,NGA,0.154,0.603,0.242,0.9997
1985,NLD,0.131,0.598,0.271,0.9998
1985,NOR,0.111,0.619,0.271,0.9998
1985,NPL,0.145,0.543,0.312,0.9999
1985,NZL,0.11,0.658,0.231,0.9998
1985,OMN,0.168,0.563,0.269,0.9996
1985,PAK,0.15,0.592,0.258,0.9998
1985,PAN,0.123,0.592,0.285,0.9999
1985,PER,0.195,0.622,0.184,-0.9926
1985,PHL,0.115,0.626,0.259,0.9999
1985,PNG,0.076,0.641,0.283,0.9999
1985,POL,0.133,0.598,0.269,0.9998
1985,PRT,0.103,0.625,0.272,0.9999
1985,PRY,0.109,0.586,0.304,0.9999
1985,QAT,0.184,0.575,0.241,0.9965
1985,ROU,0.104,0.608,0.287,1.0
1985,RUS,0.149,0.62,0.231,0.9998
1985,RWA,0.116,0.594,0.29,1.0
1985,SAU,0.154,0.582,0.264,0.9998
1985,SDN,0.152,0.565,0.284,0.9999
1985,SGP,0.133,0.598,0.269,0.9994
1985,SLB,0.086,0.614,0.3,0.9999
1985,SLE,0.141,0.603,0.256,0.9995
1985,SLV,0.117,0.598,0.285,0.9999
1985,SOM,0.22,0.545,0.234,0.9686
1985,STP,0.131,0.614,0.255,0.9997
1985,SUR,0.159,0.599,0.241,0.9995
1985,SWE,0.146,0.58,0.274,0.9999
1985,SWZ,0.136,0.596,0.268,0.9994
1985,SYR,0.158,0.587,0.256,0.9997
1985,TCD,0.171,0.621,0.208,0.9874
1985,TGO,0.132,0.596,0.272,0.9999
1985,THA,0.136,0.616,0.248,0.9994
1985,TTO,0.119,0.63,0.251,0.9998
1985,TUN,0.147,0.603,0.25,0.9997
1985,TUR,0.18,0.582,0.238,0.9989
1985,TZA,0.186,0.591,0.224,0.9967
1985,UGA,0.164,0.607,0.229,0.9992
1985,UKR,0.146,0.617,0.236,0.9998
1985,URY,0.187,0.585,0.228,0.9994
1985,USA,0.139,0.587,0.274,0.9999
1985,VEN,0.171,0.581,0.249,0.9997
1985,VNM,0.142,0.611,0.247,0.9994
1985,VUT,0.131,0.632,0.238,0.9998
1985,WSM,0.123,0.577,0.301,0.9998
1985,YDYE,0.162,0.586,0.252,0.9995
1985,YEM,0.154,0.578,0.269,0.9998
1985,YUG,0.126,0.575,0.298,0.9998
1985,ZWE,0.196,0.587,0.218,0.9908
1986,AFG,0.136,0.653,0.211,0.999
1986,AGO,0.155,0.616,0.229,0.9981
1986,ALB,0.217,0.563,0.219,-0.6402
1986,ARE,0.183,0.558,0.259,0.999
1986,ARG,0.144,0.598,0.257,0.9999
1986,ATG,0.204,0.56,0.236,0.9908
1986,AUS,0.169,0.57,0.261,0.9995
1986,AUT,0.133,0.61,0.256,0.9997
1986,BDI,0.152,0.614,0.234,0.9989
1986,BEL,0.12,0.63,0.25,0.9998
1986,BFA,0.189,0.581,0.23,0.998
1986,BGD,0.131,0.598,0.271,0.9999
1986,BGR,0.144,0.576,0.28,0.9998
1986,BHR,0.199,0.569,0.232,0.9941
1986,BHS,0.162,0.609,0.229,0.9991
1986,BLR,0.126,0.607,0.267,0.9999
1986,BLZ,0.127,0.632,0.241,0.9996
1986,BOL,0.157,0.566,0.277,0.9997
1986,BRA,0.162,0.596,0.242,0.9997
1986,BRB,0.16,0.606,0.234,0.9993
1986,BRN,0.163,0.567,0.27,0.999
1986,BTN,0.169,0.592,0.24,0.9977
1986,BWA,0.176,0.608,0.216,0.9955
1986,CAF,0.062,0.595,0.343,0.9999
1986,CAN,0.133,0.581,0.286,0.9997
1986,CHL,0.182,0.555,0.263,0.9996
1986,CHN,0.111,0.597,0.292,0.9999
1986,CMR,0.108,0.566,0.327,1.0
1986,COD,0.133,0.621,0.247,0.9997
1986,COG,0.108,0.624,0.269,0.9999
1986,COL,0.174,0.559,0.267,0.999
1986,COM,0.128,0.612,0.259,0.9996
1986,CPV,0.152,0.572,0.276,0.9999
1986,CRI,0.197,0.552,0.251,0.9992
1986,CSK,0.109,0.606,0.286,0.9999
1986,CUB,0.193,0.601,0.206,0.978
1986,CYP,0.137,0.599,0.264,0.9999
1986,DDR,0.124,0.61,0.267,0.9998
1986,DEU,0.11,0.646,0.244,0.9999
1986,DJI,0.143,0.615,0.242,0.9998
1986,DNK,0.124,0.599,0.277,0.9999
1986,DOM,0.149,0.585,0.267,0.9999
1986,DZA,0.136,0.564,0.3,0.9999
1986,ECU,0.145,0.624,0.231,0.9997
1986,EGY,0.112,0.613,0.275,0.9999
1986,ESP,0.123,0.602,0.274,0.9996
1986,ETH,0.151,0.586,0.263,0.9996
1986,FIN,0.135,0.604,0.261,0.9995
1986,FJI,0.102,0.612,0.286,0.9995
1986,FRA,0.161,0.588,0.251,0.9997
1986,GBR,0.152,0.595,0.253,0.9998
1986,GHA,0.178,0.595,0.228,0.9987
1986,GIN,0.105,0.587,0.308,0.9998
1986,GMB,0.127,0.632,0.241,0.9996
1986,GNB,0.117,0.605,0.278,0.9997
1986,GNQ,0.128,0.618,0.253,0.9997
1986,GRC,0.14,0.58,0.281,0.9998
1986,GRD,0.142,0.615,0.243,0.9992
1986,GTM,0.185,0.581,0.234,0.9993
1986,GUY,0.141,0.588,0.271,0.9998
1986,HND,0.132,0.611,0.256,0.9998
1986,HTI,0.157,0.595,0.248,0.9995
1986,HUN,0.106,0.603,0.291,0.9999
1986,IDN,0.149,0.622,0.229,0.9997
1986,IND,0.144,0.618,0.238,0.9996
1986,IRL,0.148,0.562,0.29,0.9999
1986,IRN,0.179,0.599,0.222,0.9995
1986,IRQ,0.171,0.616,0.212,0.999
1986,ISL,0.139,0.584,0.277,0.9994
1986,ISR,0.218,0.546,0.236,0.9486
1986,ITA,0.116,0.589,0.295,0.9998
1986,JAM,0.175,0.599,0.227,0.9985
1986,JOR,0.176,0.541,0.283,0.9997
1986,JPN,0.107,0.581,0.313,1.0
1986,KEN,0.19,0.6,0.21,0.9635
1986,KHM,0.119,0.648,0.233,0.9999
1986,KWT,0.169,0.616,0.215,0.9978
1986,LAO,0.142,0.577,0.281,0.9998
1986,LBN,0.163,0.547,0.29,0.9998
1986,LBR,0.162,0.553,0.285,0.9997
1986,LBY,0.187,0.622,0.19,-0.4133
1986,LKA,0.136,0.609,0.255,0.9998
1986,LSO,0.163,0.628,0.208,0.9917
1986,LUX,0.14,0.601,0.26,0.9997
1986,MAR,0.125,0.606,0.269,0.9999
1986,MDV,0.123,0.574,0.303,0.9998
1986,MEX,0.138,0.607,0.255,0.9998
1986,MLI,0.185,0.526,0.29,0.9992
1986,MLT,0.111,0.667,0.222,0.9998
1986,MMR,0.136,0.587,0.277,0.9998
1986,MNG,0.097,0.607,0.296,0.9999
1986,MOZ,0.163,0.591,0.246,0.9998
1986,MRT,0.131,0.599,0.27,0.9992
1986,MUS,0.17,0.607,0.223,0.9979
1986,MWI,0.094,0.579,0.327,0.9999
1986,MYS,0.189,0.578,0.233,0.9986
1986,NER,0.155,0.574,0.271,0.9998
1986,NGA,0.174,0.57,0.256,0.9996
1986,NIC,0.179,0.573,0.248,0.9996
1986,NLD,0.111,0.648,0.241,0.9997
1986,NOR,0.127,0.633,0.24,0.9995
1986,NPL,0.14,0.584,0.276,0.9999
1986,NZL,0.12,0.632,0.248,0.9998
1986,OMN,0.117,0.575,0.308,0.9998
1986,PAK,0.175,0.577,0.247,0.9986
1986,PAN,0.161,0.55,0.289,0.9999
1986,PER,0.184,0.59,0.227,0.9967
1986,PHL,0.141,0.522,0.337,0.9997
1986,PNG,0.118,0.617,0.266,0.9998
1986,POL,0.09,0.63,0.28,0.9999
1986,PRT,0.134,0.593,0.273,0.9999
1986,PRY,0.124,0.561,0.315,0.9999
1986,QAT,0.161,0.542,0.297,0.9995
1986,ROU,0.098,0.619,0.284,0.9999
1986,RUS,0.14,0.623,0.237,0.9998
1986,RWA,0.106,0.55,0.345,0.9999
1986,SAU,0.152,0.554,0.294,0.9998
1986,SDN,0.162,0.606,0.232,0.9995
1986,SEN,0.145,0.574,0.281,0.9999
1986,SGP,0.148,0.595,0.257,0.999
1986,SLB,0.112,0.626,0.262,0.9997
1986,SLE,0.167,0.616,0.217,0.9974
1986,SLV,0.112,0.61,0.278,1.0
1986,SOM,0.159,0.556,0.285,0.9996
1986,STP,0.115,0.661,0.225,0.9993
1986,SUR,0.149,0.61,0.241,0.9994
1986,SWE,0.144,0.581,0.275,0.9998
1986,SWZ,0.168,0.549,0.283,0.9983
1986,SYR,0.189,0.578,0.233,0.996
1986,TCD,0.195,0.579,0.227,0.9886
1986,TGO,0.134,0.585,0.281,1.0
1986,THA,0.149,0.585,0.266,0.9999
1986,TTO,0.142,0.617,0.241,0.9996
1986,TUN,0.196,0.521,0.283,0.9996
1986,TUR,0.142,0.562,0.295,0.9998
1986,TZA,0.128,0.631,0.241,0.9998
1986,UKR,0.147,0.591,0.262,0.9998
1986,URY,0.156,0.567,0.278,0.9998
1986,USA,0.145,0.566,0.289,0.9999
1986,VCT,0.086,0.57,0.343,0.9966
1986,VEN,0.164,0.581,0.255,0.9996
1986,VNM,0.126,0.614,0.26,0.9998
1986,VUT,0.163,0.634,0.204,0.9981
1986,WSM,0.119,0.557,0.324,0.9998
1986,YDYE,0.162,0.579,0.259,0.9993
1986,YEM,0.208,0.558,0.233,0.9928
1986,YUG,0.14,0.582,0.278,0.9996
1986,ZMB,0.192,0.586,0.222,0.99
1986,ZWE,0.143,0.631,0.226,0.9989
1987,AFG,0.116,0.635,0.248,0.9996
1987,AGO,0.131,0.625,0.244,0.9997
1987,ALB,0.157,0.618,0.224,0.9989
1987,ARE,0.153,0.573,0.273,0.9997
1987,ARG,0.116,0.586,0.298,0.9999
1987,AUS,0.13,0.617,0.253,0.9998
1987,AUT,0.092,0.606,0.302,0.9999
1987,BDI,0.135,0.624,0.24,0.9995
1987,BEL,0.104,0.621,0.275,0.9999
1987,BEN,0.173,0.554,0.273,0.9995
1987,BFA,0.169,0.612,0.219,0.9988
1987,BGD,0.089,0.546,0.365,0.9991
1987,BGR,0.132,0.575,0.292,0.9999
1987,BHR,0.181,0.569,0.25,0.9991
1987,BHS,0.119,0.652,0.229,0.9995
1987,BLR,0.099,0.647,0.254,0.9999
1987,BLZ,0.106,0.653,0.242,0.9997
1987,BOL,0.141,0.61,0.249,0.9999
1987,BRA,0.105,0.612,0.283,0.9998
1987,BRB,0.064,0.648,0.287,0.9999
1987,BRN,0.129,0.545,0.325,0.9992
1987,BTN,0.1,0.634,0.266,0.9985
1987,BWA,0.176,0.611,0.213,0.9978
1987,CAF,0.077,0.62,0.302,0.9999
1987,CAN,0.127,0.598,0.276,0.9996
1987,CHL,0.145,0.575,0.28,0.9998
1987,CHN,0.112,0.609,0.279,0.9999
1987,CMR,0.145,0.605,0.249,0.9994
1987,COD,0.12,0.593,0.287,0.9999
1987,COG,0.124,0.617,0.259,0.9997
1987,COL,0.099,0.596,0.305,0.9996
1987,COM,0.13,0.582,0.288,0.9998
1987,CPV,0.166,0.557,0.277,0.9998
1987,CRI,0.173,0.509,0.319,0.9997
1987,CSK,0.085,0.613,0.302,0.9999
1987,CUB,0.124,0.614,0.262,0.9999
1987,CYP,0.147,0.572,0.281,0.9999
1987,DDR,0.1,0.626,0.274,0.9999
1987,DEU,0.141,0.592,0.266,0.9999
1987,DJI,0.132,0.641,0.227,0.9994
1987,DNK,0.117,0.586,0.297,1.0
1987,DOM,0.126,0.603,0.27,0.9999
1987,DZA,0.103,0.602,0.295,0.9999
1987,ECU,0.147,0.558,0.295,0.9999
1987,EGY,0.137,0.575,0.288,0.9999
1987,ESP,0.113,0.609,0.278,0.9999
1987,ETH,0.122,0.64,0.238,0.9998
1987,FIN,0.101,0.617,0.283,0.9998
1987,FJI,0.144,0.596,0.26,0.9984
1987,FRA,0.127,0.633,0.241,0.9999
1987,GAB,0.108,0.623,0.269,0.9999
1987,GBR,0.153,0.583,0.264,0.9997
1987,GHA,0.152,0.607,0.241,0.9995
1987,GIN,0.172,0.541,0.287,0.9995
1987,GMB,0.154,0.602,0.244,0.9996
1987,GNB,0.142,0.586,0.271,0.9997
1987,GNQ,0.123,0.575,0.302,0.9999
1987,GRC,0.156,0.571,0.273,0.9998
1987,GRD,0.134,0.607,0.259,0.9994
1987,GTM,0.141,0.627,0.232,0.9996
1987,GUY,0.105,0.625,0.269,0.9998
1987,HND,0.12,0.58,0.3,0.9999
1987,HTI,0.13,0.571,0.299,0.9998
1987,HUN,0.079,0.629,0.292,0.9999
1987,IDN,0.128,0.628,0.244,0.9998
1987,IND,0.114,0.63,0.256,0.9998
1987,IRL,0.118,0.595,0.287,0.9999
1987,IRN,0.21,0.551,0.239,0.9989
1987,IRQ,0.177,0.641,0.182,-0.9736
1987,ISL,0.112,0.549,0.339,0.9994
1987,ISR,0.14,0.584,0.276,0.9995
1987,ITA,0.158,0.596,0.246,0.9993
1987,JAM,0.152,0.6,0.248,0.9995
1987,JOR,0.151,0.627,0.221,0.9984
1987,JPN,0.112,0.575,0.313,1.0
1987,KEN,0.126,0.627,0.248,0.9998
1987,KHM,0.17,0.618,0.212,0.999
1987,KNA,0.15,0.598,0.252,0.9996
1987,KWT,0.133,0.588,0.278,0.9998
1987,LAO,0.123,0.606,0.271,0.9997
1987,LBN,0.153,0.573,0.274,0.9996
1987,LBR,0.14,0.622,0.238,0.9994
1987,LBY,0.185,0.583,0.232,0.9982
1987,LCA,0.143,0.594,0.262,0.9997
1987,LKA,0.121,0.639,0.24,0.9996
1987,LSO,0.157,0.585,0.258,0.9996
1987,LUX,0.119,0.583,0.298,0.9999
1987,MAR,0.118,0.614,0.268,0.9998
1987,MDG,0.141,0.619,0.24,0.9996
1987,MDV,0.143,0.548,0.309,0.9995
1987,MEX,0.119,0.608,0.273,0.9998
1987,MLI,0.123,0.635,0.242,0.9993
1987,MLT,0.091,0.638,0.271,0.9999
1987,MMR,0.125,0.612,0.263,0.9996
1987,MNG,0.069,0.62,0.311,0.9999
1987,MOZ,0.172,0.574,0.253,0.9997
1987,MRT,0.135,0.613,0.251,0.9997
1987,MUS,0.125,0.616,0.26,0.9997
1987,MWI,0.119,0.59,0.29,0.9998
1987,MYS,0.116,0.6,0.283,0.9999
1987,NER,0.148,0.612,0.24,0.9996
1987,NGA,0.121,0.639,0.239,0.9998
1987,NIC,0.135,0.596,0.269,0.9998
1987,NLD,0.099,0.58,0.321,0.9999
1987,NOR,0.108,0.588,0.304,0.9998
1987,NPL,0.097,0.582,0.321,0.9999
1987,NZL,0.101,0.628,0.271,0.9999
1987,OMN,0.119,0.547,0.333,0.9999
1987,PAK,0.138,0.598,0.263,0.9998
1987,PAN,0.145,0.649,0.206,0.9992
1987,PER,0.124,0.598,0.278,0.9998
1987,PHL,0.13,0.569,0.301,0.9999
1987,PNG,0.063,0.64,0.297,0.9999
1987,POL,0.072,0.618,0.31,1.0
1987,PRT,0.068,0.624,0.308,1.0
1987,PRY,0.122,0.559,0.319,0.9999
1987,QAT,0.186,0.581,0.234,0.9914
1987,ROU,0.106,0.64,0.254,0.9998
1987,RUS,0.123,0.628,0.249,0.9999
1987,RWA,0.124,0.561,0.315,0.9999
1987,SAU,0.182,0.561,0.257,0.9995
1987,SDN,0.149,0.619,0.232,0.9993
1987,SEN,0.101,0.63,0.269,0.9999
1987,SGP,0.092,0.601,0.307,0.9998
1987,SLB,0.088,0.602,0.31,0.9999
1987,SLE,0.154,0.604,0.242,0.9994
1987,SLV,0.098,0.541,0.361,1.0
1987,SOM,0.14,0.543,0.317,0.9998
1987,SUR,0.132,0.62,0.248,0.9993
1987,SWE,0.159,0.562,0.279,0.9997
1987,SWZ,0.142,0.59,0.268,0.9994
1987,SYR,0.155,0.579,0.266,0.9997
1987,TCD,0.173,0.624,0.203,0.9911
1987,TGO,0.128,0.558,0.315,0.9999
1987,THA,0.082,0.609,0.309,0.9999
1987,TTO,0.109,0.644,0.247,0.9998
1987,TUN,0.212,0.562,0.226,0.9051
1987,TUR,0.129,0.609,0.261,0.9997
1987,TZA,0.168,0.575,0.257,0.9996
1987,UKR,0.104,0.622,0.274,0.9999
1987,URY,0.129,0.617,0.253,0.9999
1987,USA,0.103,0.586,0.311,0.9999
1987,VCT,0.125,0.615,0.259,0.9995
1987,VEN,0.135,0.592,0.273,0.9998
1987,VNM,0.104,0.625,0.271,0.9999
1987,VUT,0.161,0.612,0.227,0.9995
1987,WSM,0.08,0.62,0.3,0.9999
1987,YDYE,0.149,0.598,0.252,0.9995
1987,YEM,0.134,0.621,0.245,0.9996
1987,YUG,0.121,0.602,0.277,0.9998
1987,ZMB,0.165,0.62,0.215,0.9989
1987,ZWE,0.114,0.627,0.259,0.9999
1988,AFG,0.12,0.577,0.303,0.9999
1988,AGO,0.101,0.643,0.256,0.9999
1988,ALB,0.145,0.59,0.265,0.9997
1988,ARE,0.119,0.546,0.335,0.9999
1988,ARG,0.091,0.639,0.27,0.9998
1988,ATG,0.131,0.607,0.262,0.9997
1988,AUS,0.112,0.584,0.303,0.9999
1988,AUT,0.082,0.622,0.297,1.0
1988,BDI,0.168,0.595,0.236,0.9994
1988,BEL,0.099,0.567,0.334,0.9999
1988,BEN,0.123,0.568,0.309,0.9998
1988,BFA,0.126,0.585,0.288,0.9998
1988,BGD,0.115,0.639,0.246,0.9998
1988,BGR,0.109,0.605,0.285,0.9999
1988,BHR,0.121,0.575,0.304,0.9999
1988,BHS,0.143,0.568,0.289,0.9996
1988,BLR,0.123,0.608,0.269,0.9998
1988,BLZ,0.116,0.614,0.27,0.9999
1988,BOL,0.147,0.563,0.291,0.9999
1988,BRA,0.155,0.565,0.279,0.9998
1988,BRB,0.143,0.582,0.275,0.9997
1988,BRN,0.128,0.495,0.376,0.9996
1988,BTN,0.141,0.586,0.273,0.9997
1988,BWA,0.142,0.6,0.258,0.9997
1988,CAF,0.067,0.616,0.317,0.9999
1988,CAN,0.149,0.561,0.29,0.9998
1988,CHL,0.114,0.616,0.271,0.9999
1988,CHN,0.105,0.605,0.289,0.9999
1988,CMR,0.164,0.509,0.327,0.9994
1988,COD,0.072,0.625,0.303,0.9999
1988,COG,0.104,0.579,0.317,0.9999
1988,COL,0.146,0.553,0.301,0.9994
1988,COM,0.121,0.581,0.298,0.9997
1988,CPV,0.1,0.596,0.304,0.9999
1988,CRI,0.145,0.584,0.271,0.9998
1988,CSK,0.084,0.594,0.323,1.0
1988,CUB,0.157,0.603,0.241,0.9997
1988,CYP,0.148,0.567,0.285,0.9998
1988,DDR,0.118,0.608,0.274,0.9999
1988,DEU,0.118,0.627,0.254,0.9999
1988,DJI,0.131,0.591,0.278,0.9996
1988,DNK,0.128,0.588,0.284,0.9999
1988,DOM,0.118,0.595,0.287,0.9997
1988,DZA,0.127,0.593,0.28,0.9998
1988,ECU,0.096,0.562,0.342,0.9999
1988,EGY,0.099,0.586,0.316,0.9999
1988,ESP,0.101,0.592,0.307,1.0
1988,ETH,0.123,0.604,0.273,0.9998
1988,FIN,0.083,0.594,0.323,0.9999
1988,FJI,0.107,0.549,0.343,0.9999
1988,FRA,0.135,0.627,0.238,0.9997
1988,GAB,0.086,0.632,0.283,0.9999
1988,GBR,0.162,0.59,0.248,0.9993
1988,GHA,0.134,0.618,0.248,0.9997
1988,GIN,0.122,0.589,0.289,0.9998
1988,GMB,0.111,0.6,0.289,0.9999
1988,GNB,0.108,0.601,0.291,0.9995
1988,GNQ,0.09,0.584,0.326,0.9999
1988,GRC,0.094,0.588,0.318,1.0
1988,GRD,0.134,0.616,0.25,0.9997
1988,GTM,0.114,0.561,0.325,0.9999
1988,HND,0.106,0.627,0.267,0.9999
1988,HTI,0.109,0.589,0.302,0.9998
1988,HUN,0.073,0.632,0.295,1.0
1988,IDN,0.105,0.65,0.245,0.9999
1988,IND,0.102,0.631,0.267,0.9999
1988,IRL,0.131,0.563,0.306,0.9999
1988,IRN,0.176,0.611,0.213,0.9972
1988,IRQ,0.11,0.573,0.317,0.9999
1988,ISL,0.139,0.603,0.258,0.9995
1988,ISR,0.135,0.513,0.353,0.9999
1988,ITA,0.101,0.625,0.274,0.9999
1988,JAM,0.154,0.602,0.244,0.9995
1988,JOR,0.116,0.597,0.287,0.9999
1988,JPN,0.085,0.61,0.305,1.0
1988,KEN,0.175,0.617,0.207,0.9937
1988,KHM,0.101,0.574,0.325,0.9999
1988,KNA,0.169,0.584,0.247,0.9993
1988,KWT,0.119,0.579,0.302,0.9999
1988,LAO,0.112,0.617,0.271,0.9998
1988,LBN,0.069,0.614,0.318,0.9998
1988,LBR,0.156,0.586,0.258,0.9995
1988,LBY,0.176,0.548,0.276,0.9998
1988,LCA,0.173,0.603,0.223,0.9969
1988,LKA,0.105,0.636,0.259,0.9998
1988,LSO,0.135,0.592,0.273,0.9996
1988,LUX,0.154,0.604,0.242,0.9997
1988,MAR,0.108,0.57,0.321,0.9999
1988,MDG,0.12,0.613,0.267,0.9998
1988,MDV,0.121,0.589,0.289,0.9999
1988,MEX,0.139,0.557,0.304,0.9999
1988,MLI,0.131,0.599,0.269,0.9998
1988,MLT,0.111,0.622,0.267,0.9999
1988,MMR,0.087,0.604,0.308,0.9997
1988,MNG,0.112,0.586,0.302,0.9998
1988,MOZ,0.15,0.56,0.29,0.9998
1988,MRT,0.107,0.618,0.275,0.9997
1988,MUS,0.117,0.615,0.268,0.9999
1988,MWI,0.066,0.62,0.314,0.9999
1988,MYS,0.12,0.577,0.303,0.9999
1988,NER,0.133,0.558,0.31,0.9998
1988,NGA,0.176,0.563,0.26,0.9993
1988,NIC,0.15,0.563,0.287,0.9998
1988,NLD,0.101,0.618,0.281,0.9999
1988,NOR,0.152,0.586,0.261,0.9995
1988,NPL,0.083,0.598,0.318,1.0
1988,NZL,0.112,0.621,0.267,0.9998
1988,OMN,0.095,0.545,0.36,1.0
1988,PAK,0.116,0.567,0.317,0.9999
1988,PAN,0.173,0.609,0.217,0.9986
1988,PER,0.209,0.619,0.172,-0.9969
1988,PHL,0.187,0.62,0.193,0.6442
1988,PNG,0.08,0.666,0.255,0.9998
1988,POL,0.078,0.635,0.287,0.9999
1988,PRT,0.078,0.593,0.329,1.0
1988,PRY,0.141,0.562,0.298,0.9999
1988,QAT,0.184,0.561,0.255,0.9972
1988,ROU,0.099,0.624,0.277,0.9998
1988,RUS,0.1,0.657,0.243,0.9999
1988,RWA,0.163,0.577,0.26,0.9998
1988,SAU,0.147,0.536,0.317,0.9999
1988,SDN,0.147,0.557,0.296,0.9998
1988,SEN,0.105,0.584,0.311,0.9999
1988,SGP,0.108,0.625,0.267,0.9994
1988,SLB,0.103,0.589,0.309,0.9997
1988,SLE,0.148,0.555,0.296,0.9999
1988,SLV,0.107,0.608,0.285,0.9999
1988,SOM,0.138,0.568,0.294,0.9998
1988,STP,0.083,0.625,0.292,0.9999
1988,SUR,0.143,0.584,0.273,0.9997
1988,SWE,0.155,0.562,0.283,0.9996
1988,SWZ,0.14,0.583,0.276,0.9998
1988,SYR,0.155,0.591,0.254,0.9995
1988,TCD,0.121,0.579,0.3,0.9999
1988,TGO,0.134,0.567,0.299,0.9998
1988,THA,0.08,0.578,0.342,0.9999
1988,TTO,0.121,0.622,0.256,0.9999
1988,TUN,0.096,0.584,0.32,0.9999
1988,TUR,0.103,0.609,0.288,0.9999
1988,TZA,0.129,0.608,0.263,0.9999
1988,UGA,0.166,0.615,0.219,0.9993
1988,UKR,0.089,0.589,0.322,0.9999
1988,URY,0.111,0.594,0.295,0.9999
1988,USA,0.144,0.573,0.283,0.9999
1988,VCT,0.145,0.568,0.287,0.9996
1988,VEN,0.136,0.608,0.257,0.9997
1988,VNM,0.098,0.589,0.313,0.9999
1988,VUT,0.146,0.588,0.266,0.9998
1988,WSM,0.139,0.578,0.283,0.9999
1988,YDYE,0.112,0.603,0.285,0.9998
1988,YEM,0.132,0.538,0.33,0.9999
1988,YUG,0.108,0.597,0.295,0.9998
1988,ZMB,0.135,0.63,0.234,0.9996
1988,ZWE,0.156,0.611,0.233,0.9992
1989,AFG,0.157,0.572,0.271,0.9997
1989,AGO,0.122,0.607,0.271,0.9998
1989,ALB,0.149,0.588,0.263,0.9997
