,Year,ISO-alpha3 Code,Neg,Neu,Pos,Compound
1726,1983,DNK,0.089,0.71,0.201,1.0
1727,1983,DOM,0.063,0.795,0.141,0.9998
1728,1983,DZA,0.098,0.717,0.184,0.9999
1729,1983,ECU,0.119,0.754,0.127,0.9853
1730,1983,EGY,0.093,0.785,0.122,0.9969
1731,1983,ESP,0.076,0.73,0.194,1.0
1732,1983,ETH,0.109,0.733,0.157,0.9999
1733,1983,FIN,0.098,0.701,0.201,0.9996
1734,1983,FJI,0.107,0.717,0.175,0.9996
1735,1983,FRA,0.105,0.763,0.132,0.9986
1736,1983,GAB,0.073,0.786,0.142,0.9997
1737,1983,GBR,0.113,0.717,0.17,0.9998
1738,1983,GHA,0.131,0.704,0.165,0.9994
1739,1983,GIN,0.1,0.728,0.172,0.9997
1740,1983,GNB,0.083,0.768,0.148,0.9998
1741,1983,GNQ,0.09,0.757,0.152,0.9997
1742,1983,GRC,0.086,0.733,0.181,1.0
1743,1983,GRD,0.098,0.768,0.134,0.9993
1744,1983,GTM,0.072,0.745,0.183,1.0
1745,1983,GUY,0.072,0.777,0.15,0.9998
1746,1983,HND,0.117,0.705,0.178,0.9997
1747,1983,HTI,0.112,0.735,0.154,0.9993
1748,1983,HUN,0.115,0.706,0.18,0.9998
1749,1983,IDN,0.096,0.735,0.169,0.9999
1750,1983,IND,0.112,0.722,0.166,0.9996
1751,1983,IRL,0.109,0.748,0.143,0.9996
1752,1983,IRN,0.156,0.702,0.141,-0.9996
1753,1983,IRQ,0.118,0.732,0.15,0.9993
1754,1983,ISL,0.094,0.706,0.2,0.9997
1755,1983,ISR,0.13,0.721,0.149,0.9974
1756,1983,ITA,0.069,0.751,0.18,0.9999
1757,1983,JAM,0.102,0.753,0.145,0.9994
1758,1983,JOR,0.08,0.804,0.116,0.9983
1759,1983,JPN,0.074,0.721,0.205,1.0
1760,1983,KEN,0.091,0.784,0.125,0.9996
1761,1983,KHM,0.086,0.781,0.133,0.9996
1762,1983,KWT,0.114,0.701,0.185,0.9998
1763,1983,LAO,0.066,0.799,0.135,0.9997
1764,1983,LBN,0.089,0.735,0.175,0.9999
1765,1983,LBR,0.079,0.74,0.181,0.9999
1766,1983,LBY,0.125,0.735,0.14,0.9922
1767,1983,LKA,0.078,0.786,0.136,0.9995
1768,1983,LSO,0.106,0.779,0.115,0.8753
1769,1983,LUX,0.1,0.759,0.141,0.9995
1770,1983,MAR,0.069,0.784,0.147,0.9996
1771,1983,MDG,0.082,0.767,0.151,0.9997
1772,1983,MDV,0.113,0.721,0.166,0.9995
1773,1983,MEX,0.088,0.778,0.134,0.9995
1774,1983,MLI,0.096,0.723,0.181,1.0
1775,1983,MLT,0.074,0.75,0.176,1.0
1776,1983,MMR,0.11,0.75,0.141,0.9976
1777,1983,MNG,0.074,0.733,0.193,0.9999
1778,1983,MOZ,0.098,0.746,0.155,0.9997
1779,1983,MRT,0.095,0.76,0.145,0.9997
1780,1983,MUS,0.107,0.743,0.15,0.9989
1781,1983,MYS,0.11,0.692,0.197,0.9998
1782,1983,NER,0.137,0.7,0.162,0.9984
1783,1983,NGA,0.147,0.718,0.134,-0.999
1784,1983,NIC,0.13,0.732,0.138,0.9942
1785,1983,NLD,0.094,0.743,0.163,0.9999
1786,1983,NOR,0.072,0.743,0.185,0.9998
1787,1983,NPL,0.073,0.741,0.186,0.9999
1788,1983,NZL,0.082,0.81,0.108,0.9984
1789,1983,OMN,0.104,0.77,0.125,0.9954
1790,1983,PAK,0.109,0.716,0.175,0.9998
1791,1983,PER,0.069,0.768,0.163,0.9999
1792,1983,PHL,0.065,0.825,0.11,0.9978
1793,1983,PNG,0.084,0.784,0.132,0.9993
1794,1983,POL,0.086,0.761,0.154,0.9999
1795,1983,PRT,0.074,0.75,0.176,0.9999
1796,1983,PRY,0.094,0.742,0.164,1.0
1797,1983,QAT,0.082,0.726,0.192,0.9998
1798,1983,ROU,0.091,0.733,0.176,0.9999
1799,1983,RUS,0.091,0.751,0.158,1.0
1800,1983,RWA,0.108,0.708,0.184,0.9999
1801,1983,SAU,0.119,0.718,0.163,0.9997
1802,1983,SDN,0.111,0.735,0.154,0.9992
1803,1983,SEN,0.088,0.728,0.184,0.9999
1804,1983,SGP,0.104,0.785,0.111,0.2709
1805,1983,SLB,0.07,0.747,0.183,0.9997
1806,1983,SLE,0.128,0.743,0.129,-0.9745
1807,1983,SLV,0.102,0.706,0.192,0.9999
1808,1983,SOM,0.133,0.726,0.141,-0.5466
1809,1983,STP,0.112,0.749,0.139,0.9941
1810,1983,SUR,0.102,0.739,0.158,0.9996
1811,1983,SWE,0.142,0.706,0.152,-0.0688
1812,1983,SYC,0.093,0.715,0.192,0.9999
1813,1983,SYR,0.119,0.724,0.158,0.9995
1814,1983,TCD,0.098,0.733,0.17,0.9999
1815,1983,TGO,0.095,0.775,0.13,0.9977
1816,1983,THA,0.073,0.756,0.171,0.9999
1817,1983,TTO,0.093,0.74,0.167,0.9999
1818,1983,TUN,0.096,0.76,0.143,0.9998
1819,1983,TUR,0.123,0.725,0.152,0.9989
1820,1983,TZA,0.139,0.74,0.121,-0.9991
1821,1983,UGA,0.072,0.8,0.128,0.9991
1822,1983,UKR,0.102,0.741,0.157,0.9998
1823,1983,URY,0.084,0.728,0.187,0.9999
1824,1983,USA,0.108,0.663,0.229,0.9999
1825,1983,VCT,0.127,0.715,0.158,0.9995
1826,1983,VEN,0.093,0.746,0.161,0.9999
1827,1983,VNM,0.11,0.732,0.158,0.9998
1828,1983,VUT,0.104,0.731,0.164,0.9999
1829,1983,WSM,0.092,0.753,0.155,0.9993
1830,1983,YDYE,0.103,0.764,0.133,0.9989
1831,1983,YEM,0.092,0.74,0.168,0.9999
1832,1983,YUG,0.07,0.79,0.139,0.9995
1833,1983,ZMB,0.1,0.766,0.135,0.9994
1834,1983,ZWE,0.132,0.73,0.137,0.8905
1835,1984,AFG,0.116,0.748,0.135,0.9984
1836,1984,AGO,0.094,0.739,0.167,0.9998
1837,1984,ALB,0.127,0.735,0.138,0.9945
1838,1984,ARE,0.13,0.714,0.155,0.9962
1839,1984,ARG,0.111,0.758,0.131,0.9968
1840,1984,ATG,0.121,0.744,0.135,0.9816
1841,1984,AUS,0.083,0.763,0.154,0.9998
1842,1984,AUT,0.086,0.684,0.23,0.9999
1843,1984,BDI,0.122,0.714,0.163,0.9997
1844,1984,BEL,0.093,0.73,0.176,0.9999
1845,1984,BEN,0.122,0.723,0.155,0.9995
1846,1984,BFA,0.105,0.767,0.128,0.9995
1847,1984,BGD,0.078,0.752,0.171,0.9999
1848,1984,BGR,0.106,0.755,0.139,0.9979
1849,1984,BHR,0.093,0.764,0.143,0.9989
1850,1984,BHS,0.088,0.745,0.167,0.9999
1851,1984,BLR,0.098,0.735,0.166,0.9999
1852,1984,BLZ,0.077,0.733,0.189,0.9998
1853,1984,BOL,0.109,0.778,0.112,-0.9358
1854,1984,BRA,0.109,0.722,0.169,0.9997
1855,1984,BRB,0.096,0.74,0.164,0.9998
1856,1984,BTN,0.117,0.713,0.17,0.999
1857,1984,BWA,0.103,0.764,0.133,0.9995
1858,1984,CAF,0.076,0.766,0.158,0.9996
1859,1984,CAN,0.097,0.717,0.187,0.9999
1860,1984,CHL,0.111,0.716,0.173,0.9997
1861,1984,CHN,0.113,0.711,0.177,0.9999
1862,1984,CMR,0.095,0.731,0.175,0.9999
1863,1984,COD,0.11,0.744,0.145,0.9995
1864,1984,COG,0.083,0.739,0.178,1.0
1865,1984,COL,0.091,0.743,0.167,0.9999
1866,1984,COM,0.095,0.722,0.183,0.9999
1867,1984,CPV,0.066,0.809,0.125,0.9996
1868,1984,CRI,0.082,0.75,0.168,0.9999
1869,1984,CSK,0.093,0.743,0.164,0.9999
1870,1984,CUB,0.112,0.727,0.162,0.9998
1871,1984,CYP,0.097,0.734,0.169,0.9997
1872,1984,DDR,0.099,0.76,0.141,0.9993
1873,1984,DEU,0.09,0.737,0.174,0.9999
1874,1984,DJI,0.098,0.746,0.156,0.9997
1875,1984,DMA,0.14,0.742,0.117,-0.999
1876,1984,DNK,0.084,0.731,0.186,0.9999
1877,1984,DOM,0.074,0.749,0.177,0.9999
1878,1984,DZA,0.07,0.78,0.15,0.9999
1879,1984,ECU,0.08,0.74,0.18,0.9999
1880,1984,EGY,0.086,0.77,0.144,0.9997
1881,1984,ESP,0.096,0.724,0.18,0.9999
1882,1984,ETH,0.116,0.737,0.147,0.9996
1883,1984,FIN,0.085,0.716,0.199,0.9999
1884,1984,FJI,0.077,0.779,0.144,0.9993
1885,1984,FRA,0.075,0.801,0.124,0.9998
1886,1984,GAB,0.049,0.786,0.165,0.9999
1887,1984,GBR,0.086,0.737,0.177,0.9999
1888,1984,GHA,0.111,0.71,0.179,0.9997
1889,1984,GIN,0.095,0.748,0.157,0.9998
1890,1984,GMB,0.088,0.804,0.108,0.9941
1891,1984,GNB,0.057,0.801,0.143,0.9998
1892,1984,GNQ,0.09,0.723,0.187,0.9999
1893,1984,GRC,0.095,0.72,0.185,0.9998
1894,1984,GTM,0.07,0.75,0.18,1.0
1895,1984,GUY,0.097,0.746,0.157,0.9998
1896,1984,HND,0.085,0.743,0.172,1.0
1897,1984,HTI,0.096,0.719,0.185,0.9999
1898,1984,HUN,0.088,0.732,0.181,0.9998
1899,1984,IDN,0.103,0.744,0.153,0.9998
1900,1984,IND,0.098,0.751,0.151,0.9999
1901,1984,IRL,0.086,0.733,0.181,1.0
1902,1984,IRN,0.145,0.712,0.143,-0.9963
1903,1984,IRQ,0.154,0.714,0.132,-0.9991
1904,1984,ISL,0.081,0.725,0.194,0.9998
1905,1984,ISR,0.164,0.685,0.15,-0.9994
1906,1984,ITA,0.076,0.739,0.185,1.0
1907,1984,JAM,0.099,0.773,0.128,0.9989
1908,1984,JOR,0.095,0.76,0.145,0.9997
1909,1984,JPN,0.069,0.737,0.194,1.0
1910,1984,KEN,0.079,0.786,0.135,0.9999
1911,1984,KHM,0.083,0.758,0.159,0.9999
1912,1984,KWT,0.115,0.72,0.166,0.9996
1913,1984,LAO,0.067,0.839,0.094,0.9986
1914,1984,LBN,0.083,0.752,0.165,0.9999
1915,1984,LBR,0.111,0.721,0.168,0.9998
1916,1984,LBY,0.094,0.757,0.149,0.9998
1917,1984,LCA,0.117,0.757,0.126,0.9709
1918,1984,LKA,0.102,0.732,0.166,0.9996
1919,1984,LSO,0.101,0.746,0.153,0.9991
1920,1984,LUX,0.094,0.743,0.163,0.9998
1921,1984,MAR,0.08,0.752,0.168,0.9999
1922,1984,MDG,0.103,0.745,0.152,0.9997
1923,1984,MDV,0.098,0.722,0.18,0.9999
1924,1984,MEX,0.086,0.752,0.162,0.9999
1925,1984,MLI,0.126,0.71,0.164,0.9998
1926,1984,MLT,0.068,0.781,0.151,0.9999
1927,1984,MMR,0.11,0.744,0.146,0.9992
1928,1984,MNG,0.079,0.773,0.149,0.9998
1929,1984,MOZ,0.105,0.746,0.149,0.9998
1930,1984,MRT,0.083,0.778,0.139,0.9995
1931,1984,MUS,0.156,0.681,0.163,0.9137
1932,1984,MYS,0.108,0.728,0.164,0.9999
1933,1984,NER,0.125,0.737,0.138,0.9655
1934,1984,NGA,0.117,0.741,0.143,0.9989
1935,1984,NIC,0.129,0.682,0.189,0.9997
1936,1984,NLD,0.085,0.73,0.184,0.9999
1937,1984,NOR,0.085,0.703,0.212,0.9999
1938,1984,NPL,0.107,0.688,0.204,0.9999
1939,1984,NZL,0.108,0.748,0.144,0.9994
1940,1984,OMN,0.086,0.786,0.129,0.9949
1941,1984,PAK,0.094,0.712,0.193,0.9999
1942,1984,PAN,0.066,0.776,0.158,0.9999
1943,1984,PER,0.121,0.74,0.139,0.9882
1944,1984,PHL,0.124,0.718,0.158,0.9981
1945,1984,PNG,0.067,0.781,0.152,0.9999
1946,1984,POL,0.07,0.767,0.163,0.9999
1947,1984,PRT,0.085,0.728,0.187,0.9999
1948,1984,PRY,0.089,0.748,0.163,0.9996
1949,1984,QAT,0.094,0.74,0.165,0.9992
1950,1984,ROU,0.089,0.743,0.168,0.9999
1951,1984,RUS,0.117,0.733,0.149,0.9999
1952,1984,RWA,0.094,0.721,0.185,1.0
1953,1984,SAU,0.103,0.709,0.188,0.9999
1954,1984,SDN,0.114,0.747,0.139,0.9978
1955,1984,SEN,0.066,0.804,0.13,0.9998
1956,1984,SGP,0.103,0.759,0.137,0.9987
1957,1984,SLB,0.074,0.76,0.166,0.9998
1958,1984,SLE,0.131,0.717,0.152,0.9943
1959,1984,SLV,0.134,0.72,0.146,0.9936
1960,1984,SOM,0.138,0.735,0.128,-0.9941
1961,1984,STP,0.055,0.818,0.126,0.9922
1962,1984,SUR,0.093,0.74,0.168,0.9998
1963,1984,SWE,0.1,0.702,0.198,0.9999
1964,1984,SWZ,0.099,0.673,0.228,0.9999
1965,1984,SYR,0.104,0.746,0.149,0.9997
1966,1984,TCD,0.103,0.757,0.14,0.9993
1967,1984,TGO,0.118,0.712,0.17,0.9997
1968,1984,THA,0.107,0.749,0.144,0.9997
1969,1984,TTO,0.091,0.773,0.137,0.9996
1970,1984,TUN,0.098,0.741,0.161,0.9997
1971,1984,TUR,0.082,0.728,0.191,0.9999
1972,1984,TZA,0.118,0.719,0.163,0.9997
1973,1984,UGA,0.143,0.721,0.136,-0.9954
1974,1984,UKR,0.108,0.725,0.167,0.9998
1975,1984,URY,0.076,0.739,0.185,0.9999
1976,1984,USA,0.069,0.713,0.218,1.0
1977,1984,VEN,0.115,0.74,0.145,0.9995
1978,1984,VNM,0.115,0.73,0.155,0.9998
1979,1984,VUT,0.117,0.763,0.119,-0.984
1980,1984,YDYE,0.117,0.736,0.146,0.9984
1981,1984,YEM,0.089,0.735,0.176,0.9999
1982,1984,YUG,0.127,0.695,0.178,0.9995
1983,1984,ZAF,0.076,0.768,0.156,0.9996
1984,1984,ZWE,0.126,0.732,0.142,0.9921
1985,1985,AFG,0.117,0.742,0.141,0.9973
1986,1985,AGO,0.115,0.714,0.171,0.9996
1987,1985,ALB,0.134,0.697,0.169,0.9991
1988,1985,ARE,0.118,0.717,0.165,0.9993
1989,1985,ARG,0.089,0.73,0.181,0.9999
1990,1985,AUS,0.092,0.749,0.159,0.9998
1991,1985,AUT,0.103,0.687,0.21,0.9999
1992,1985,BDI,0.099,0.74,0.162,0.9998
1993,1985,BEL,0.134,0.718,0.148,-0.9576
1994,1985,BEN,0.08,0.774,0.146,0.9996
1995,1985,BFA,0.086,0.772,0.143,0.9987
1996,1985,BGD,0.077,0.766,0.156,0.9999
1997,1985,BGR,0.104,0.712,0.183,0.9999
1998,1985,BHR,0.109,0.728,0.163,0.9995
1999,1985,BHS,0.084,0.735,0.181,0.9999
2000,1985,BLR,0.105,0.72,0.175,0.9999
2001,1985,BLZ,0.095,0.744,0.161,0.9998
2002,1985,BOL,0.123,0.735,0.142,0.9967
2003,1985,BRA,0.125,0.692,0.182,0.9999
2004,1985,BRB,0.119,0.749,0.132,0.9663
2005,1985,BRN,0.12,0.692,0.187,0.9993
2006,1985,CAF,0.076,0.728,0.196,0.9998
2007,1985,CAN,0.1,0.727,0.173,0.9999
2008,1985,CHL,0.099,0.739,0.162,0.9999
2009,1985,CHN,0.114,0.707,0.179,0.9998
2010,1985,CMR,0.093,0.737,0.17,0.9999
2011,1985,COD,0.089,0.738,0.173,0.9998
2012,1985,COG,0.065,0.781,0.154,0.9999
2013,1985,COL,0.078,0.783,0.139,0.9998
2014,1985,COM,0.118,0.707,0.175,0.9994
2015,1985,CRI,0.134,0.703,0.163,0.9983
2016,1985,CSK,0.079,0.778,0.143,0.9998
2017,1985,CUB,0.108,0.747,0.145,0.9998
2018,1985,CYP,0.095,0.722,0.182,0.9999
2019,1985,DDR,0.092,0.736,0.172,0.9998
2020,1985,DEU,0.086,0.732,0.182,0.9999
2021,1985,DJI,0.137,0.696,0.167,0.9989
2022,1985,DNK,0.086,0.724,0.189,0.9999
2023,1985,DOM,0.087,0.714,0.199,1.0
2024,1985,DZA,0.087,0.729,0.184,0.9999
2025,1985,ECU,0.088,0.749,0.163,0.9998
2026,1985,EGY,0.119,0.764,0.117,-0.9874
2027,1985,ESP,0.106,0.712,0.182,0.9999
2028,1985,ETH,0.115,0.732,0.153,0.9994
2029,1985,FIN,0.066,0.734,0.199,1.0
2030,1985,FRA,0.087,0.741,0.172,0.9999
2031,1985,GBR,0.093,0.73,0.176,0.9999
2032,1985,GHA,0.118,0.709,0.173,0.9997
2033,1985,GIN,0.061,0.764,0.175,0.9996
2034,1985,GRC,0.1,0.715,0.185,0.9999
2035,1985,GTM,0.091,0.723,0.185,1.0
2036,1985,GUY,0.08,0.782,0.138,0.9995
2037,1985,HND,0.119,0.717,0.164,0.9997
2038,1985,HTI,0.109,0.731,0.16,0.9997
2039,1985,HUN,0.085,0.706,0.209,1.0
2040,1985,IDN,0.104,0.719,0.177,0.9999
2041,1985,IND,0.091,0.745,0.163,0.9999
2042,1985,IRL,0.106,0.725,0.17,0.9999
2043,1985,IRN,0.141,0.702,0.157,0.9983
2044,1985,IRQ,0.152,0.706,0.143,-0.9989
2045,1985,ISL,0.073,0.722,0.205,0.9999
2046,1985,ISR,0.156,0.691,0.153,-0.9939
2047,1985,ITA,0.078,0.729,0.193,1.0
2048,1985,JAM,0.105,0.749,0.146,0.9995
2049,1985,JOR,0.096,0.68,0.223,1.0
2050,1985,JPN,0.043,0.806,0.151,0.9999
2051,1985,KEN,0.108,0.738,0.153,0.9997
2052,1985,KHM,0.12,0.745,0.135,0.9955
2053,1985,KNA,0.062,0.766,0.172,0.9997
2054,1985,KWT,0.107,0.739,0.154,0.9989
2055,1985,LAO,0.105,0.722,0.173,0.9998
2056,1985,LBR,0.081,0.746,0.173,0.9999
2057,1985,LBY,0.137,0.725,0.138,-0.9295
2058,1985,LKA,0.075,0.766,0.159,0.9997
2059,1985,LUX,0.087,0.726,0.187,1.0
2060,1985,MAR,0.089,0.767,0.145,0.9999
2061,1985,MDG,0.094,0.753,0.153,0.9998
2062,1985,MEX,0.116,0.703,0.18,0.9999
2063,1985,MLI,0.07,0.794,0.136,0.9998
2064,1985,MLT,0.063,0.784,0.153,0.9999
2065,1985,MMR,0.096,0.734,0.17,0.9999
2066,1985,MNG,0.076,0.781,0.143,0.9998
2067,1985,MOZ,0.128,0.729,0.143,0.9974
2068,1985,MRT,0.081,0.762,0.158,0.9998
2069,1985,MUS,0.177,0.693,0.13,-0.9999
2070,1985,MWI,0.086,0.731,0.183,0.9998
2071,1985,MYS,0.119,0.723,0.158,0.9985
2072,1985,NER,0.121,0.723,0.157,0.998
2073,1985,NGA,0.105,0.74,0.155,0.9997
2074,1985,NLD,0.09,0.735,0.175,0.9998
2075,1985,NOR,0.08,0.727,0.193,0.9999
2076,1985,NPL,0.107,0.679,0.214,0.9999
2077,1985,NZL,0.077,0.777,0.146,0.9998
2078,1985,OMN,0.113,0.726,0.161,0.9994
2079,1985,PAK,0.079,0.799,0.123,0.999
2080,1985,PAN,0.077,0.739,0.184,0.9999
2081,1985,PER,0.13,0.752,0.118,-0.9986
2082,1985,PHL,0.08,0.746,0.174,0.9999
2083,1985,PNG,0.037,0.813,0.15,0.9999
2084,1985,POL,0.095,0.736,0.168,0.9998
2085,1985,PRT,0.073,0.751,0.176,0.9999
2086,1985,PRY,0.076,0.751,0.173,0.9999
2087,1985,QAT,0.118,0.74,0.142,0.9779
2088,1985,ROU,0.059,0.757,0.184,1.0
2089,1985,RUS,0.094,0.745,0.161,0.9999
2090,1985,RWA,0.079,0.734,0.187,1.0
2091,1985,SAU,0.114,0.719,0.167,0.9997
2092,1985,SDN,0.094,0.743,0.163,0.9998
2093,1985,SGP,0.074,0.774,0.153,0.9995
2094,1985,SLB,0.056,0.758,0.186,1.0
2095,1985,SLE,0.098,0.747,0.156,0.9991
2096,1985,SLV,0.086,0.723,0.191,1.0
2097,1985,SOM,0.166,0.677,0.157,-0.9954
2098,1985,STP,0.089,0.746,0.165,0.9998
2099,1985,SUR,0.117,0.724,0.16,0.9994
2100,1985,SWE,0.109,0.708,0.182,0.9999
2101,1985,SWZ,0.103,0.711,0.186,0.9995
2102,1985,SYR,0.117,0.722,0.161,0.9995
2103,1985,TCD,0.121,0.749,0.13,-0.0358
2104,1985,TGO,0.094,0.725,0.181,0.9999
2105,1985,THA,0.095,0.759,0.146,0.9989
2106,1985,TTO,0.085,0.747,0.168,0.9999
2107,1985,TUN,0.109,0.729,0.162,0.9997
2108,1985,TUR,0.133,0.699,0.168,0.9991
2109,1985,TZA,0.127,0.738,0.135,-0.4637
2110,1985,UGA,0.116,0.724,0.16,0.9996
2111,1985,UKR,0.101,0.746,0.152,0.9998
2112,1985,URY,0.123,0.727,0.15,0.9996
2113,1985,USA,0.101,0.696,0.203,1.0
2114,1985,VEN,0.123,0.713,0.164,0.9997
2115,1985,VNM,0.084,0.752,0.164,0.9997
2116,1985,VUT,0.1,0.757,0.143,0.9998
2117,1985,WSM,0.093,0.711,0.196,0.9999
2118,1985,YDYE,0.116,0.712,0.173,0.9997
2119,1985,YEM,0.108,0.718,0.174,0.9999
2120,1985,YUG,0.091,0.702,0.207,0.9999
2121,1985,ZWE,0.137,0.725,0.138,-0.9929
2122,1986,AFG,0.08,0.789,0.132,0.9995
2123,1986,AGO,0.081,0.81,0.11,0.9917
2124,1986,ALB,0.159,0.694,0.147,-0.9959
2125,1986,ARE,0.134,0.697,0.169,0.9979
2126,1986,ARG,0.107,0.722,0.171,0.9999
2127,1986,ATG,0.15,0.687,0.163,0.9859
2128,1986,AUS,0.115,0.712,0.173,0.9997
2129,1986,AUT,0.094,0.722,0.183,0.9998
2130,1986,BDI,0.084,0.801,0.115,0.9961
2131,1986,BEL,0.093,0.744,0.163,0.9998
2132,1986,BFA,0.138,0.717,0.145,0.5557
2133,1986,BGD,0.059,0.795,0.145,0.9998
2134,1986,BGR,0.114,0.692,0.195,0.9998
2135,1986,BHR,0.13,0.715,0.155,0.9979
2136,1986,BHS,0.117,0.722,0.161,0.9994
2137,1986,BLR,0.09,0.734,0.176,0.9999
2138,1986,BLZ,0.091,0.741,0.168,0.9998
2139,1986,BOL,0.113,0.706,0.181,0.9997
2140,1986,BRA,0.115,0.725,0.159,0.9998
2141,1986,BRB,0.108,0.748,0.144,0.9992
2142,1986,BRN,0.127,0.707,0.166,0.9971
2143,1986,BTN,0.13,0.709,0.161,0.9913
2144,1986,BWA,0.132,0.728,0.14,-0.9034
2145,1986,CAF,0.05,0.725,0.225,1.0
2146,1986,CAN,0.1,0.71,0.19,0.9998
2147,1986,CHL,0.12,0.681,0.199,0.9999
2148,1986,CHN,0.082,0.722,0.196,0.9999
2149,1986,CMR,0.071,0.713,0.216,1.0
2150,1986,COD,0.089,0.743,0.168,0.9998
2151,1986,COG,0.069,0.765,0.166,0.9999
2152,1986,COL,0.117,0.699,0.183,0.9995
2153,1986,COM,0.087,0.722,0.191,0.9998
2154,1986,CPV,0.105,0.72,0.175,0.9999
2155,1986,CRI,0.143,0.684,0.173,0.9995
2156,1986,CSK,0.078,0.739,0.183,0.9999
2157,1986,CUB,0.153,0.711,0.136,-0.9992
2158,1986,CYP,0.095,0.725,0.18,0.9999
2159,1986,DDR,0.098,0.716,0.186,0.9999
2160,1986,DEU,0.078,0.751,0.171,0.9999
2161,1986,DJI,0.103,0.732,0.165,0.9998
2162,1986,DNK,0.092,0.715,0.193,0.9999
2163,1986,DOM,0.109,0.72,0.171,0.9998
2164,1986,DZA,0.109,0.71,0.182,0.9998
2165,1986,ECU,0.101,0.747,0.152,0.9998
2166,1986,EGY,0.066,0.772,0.162,0.9999
2167,1986,ESP,0.087,0.723,0.19,0.9998
2168,1986,ETH,0.106,0.718,0.176,0.9997
2169,1986,FIN,0.067,0.793,0.139,0.9992
2170,1986,FJI,0.081,0.751,0.168,0.999
2171,1986,FRA,0.114,0.718,0.168,0.9998
2172,1986,GBR,0.109,0.713,0.178,0.9999
2173,1986,GHA,0.131,0.717,0.152,0.997
2174,1986,GIN,0.071,0.742,0.187,0.9999
2175,1986,GMB,0.086,0.763,0.151,0.9996
2176,1986,GNB,0.079,0.739,0.182,0.9998
2177,1986,GNQ,0.096,0.735,0.169,0.9997
2178,1986,GRC,0.095,0.726,0.179,0.9998
2179,1986,GRD,0.096,0.761,0.143,0.9981
2180,1986,GTM,0.129,0.711,0.16,0.9996
2181,1986,GUY,0.104,0.71,0.186,0.9999
2182,1986,HND,0.097,0.73,0.172,0.9999
2183,1986,HTI,0.102,0.747,0.151,0.9994
2184,1986,HUN,0.075,0.728,0.196,0.9999
2185,1986,IDN,0.109,0.735,0.156,0.9997
2186,1986,IND,0.103,0.737,0.16,0.9997
2187,1986,IRL,0.105,0.698,0.197,1.0
2188,1986,IRN,0.134,0.722,0.144,0.995
2189,1986,IRQ,0.121,0.745,0.133,0.9941
2190,1986,ISL,0.103,0.719,0.178,0.9994
2191,1986,ISR,0.159,0.677,0.164,-0.9346
2192,1986,ITA,0.083,0.718,0.199,0.9999
2193,1986,JAM,0.13,0.719,0.151,0.9965
2194,1986,JOR,0.123,0.693,0.183,0.9998
2195,1986,JPN,0.076,0.712,0.212,1.0
2196,1986,KEN,0.131,0.727,0.141,-0.8824
2197,1986,KHM,0.092,0.752,0.156,0.9999
2198,1986,KWT,0.109,0.78,0.11,-0.9834
2199,1986,LAO,0.107,0.7,0.193,0.9999
2200,1986,LBN,0.11,0.701,0.189,0.9999
2201,1986,LBR,0.129,0.684,0.187,0.9996
2202,1986,LBY,0.126,0.751,0.123,-0.9585
2203,1986,LKA,0.102,0.717,0.181,0.9999
2204,1986,LSO,0.107,0.764,0.129,0.9879
2205,1986,LUX,0.102,0.725,0.173,0.9998
2206,1986,MAR,0.064,0.812,0.124,0.9995
2207,1986,MDV,0.095,0.706,0.199,0.9999
2208,1986,MEX,0.098,0.738,0.164,0.9998
2209,1986,MLI,0.105,0.702,0.193,0.9997
2210,1986,MLT,0.077,0.771,0.152,0.9999
2211,1986,MMR,0.098,0.724,0.178,0.9998
2212,1986,MNG,0.075,0.717,0.208,1.0
2213,1986,MOZ,0.097,0.742,0.161,0.9999
2214,1986,MRT,0.06,0.806,0.134,0.9987
2215,1986,MUS,0.095,0.766,0.139,0.9994
2216,1986,MWI,0.067,0.725,0.208,0.9999
2217,1986,MYS,0.138,0.718,0.144,-0.9812
2218,1986,NER,0.109,0.714,0.178,0.9998
2219,1986,NGA,0.129,0.7,0.171,0.9994
2220,1986,NIC,0.119,0.72,0.161,0.9997
2221,1986,NLD,0.076,0.765,0.159,0.9998
2222,1986,NOR,0.097,0.749,0.154,0.9994
2223,1986,NPL,0.105,0.706,0.19,0.9999
2224,1986,NZL,0.092,0.743,0.165,0.9998
2225,1986,OMN,0.071,0.752,0.176,0.9997
2226,1986,PAK,0.126,0.71,0.164,0.9981
2227,1986,PAN,0.113,0.688,0.199,0.9999
2228,1986,PER,0.13,0.721,0.149,0.9935
2229,1986,PHL,0.094,0.687,0.219,0.9998
2230,1986,PNG,0.086,0.726,0.188,0.9999
2231,1986,POL,0.06,0.766,0.174,0.9999
2232,1986,PRT,0.097,0.717,0.186,0.9999
2233,1986,PRY,0.089,0.722,0.189,0.9999
2234,1986,QAT,0.114,0.711,0.175,0.9988
2235,1986,ROU,0.06,0.776,0.164,0.9999
2236,1986,RUS,0.103,0.742,0.155,0.9999
2237,1986,RWA,0.074,0.687,0.239,0.9999
2238,1986,SAU,0.102,0.72,0.178,0.9998
2239,1986,SDN,0.11,0.745,0.146,0.9995
2240,1986,SEN,0.095,0.729,0.176,0.9999
2241,1986,SGP,0.098,0.748,0.154,0.9987
2242,1986,SLB,0.083,0.759,0.158,0.9996
2243,1986,SLE,0.111,0.748,0.141,0.9981
